UTM1,UTM2,UTMzone,category,lat,lon,panoid,numeric,yearMonth,place_id,city
0660348.86,1521455.67,47,P,013.75799,0100.48315,aNQG5yZFRWIhKwRMx-Bxqg,240,201802,3741,Bangkok
0660362.96,1521363.11,47,P,013.75715,0100.48327,nIA_yJtRKg2hRq2ASgCZGw,007,201711,3656,Bangkok
0660363.62,1521363.44,47,P,013.75716,0100.48328,e1-RiNabdZRkzrIe0dUMmA,010,201611,3656,Bangkok
0660364.13,1521358.49,47,P,013.75711,0100.48328,vXJaH9JZkI-NWKr0EqJrug,025,201802,3656,Bangkok
0660364.60,1521362.46,47,P,013.75715,0100.48329,WA2vVTP4TQVGuo83OPH2lQ,026,201409,3656,Bangkok
0660364.71,1521357.90,47,P,013.75711,0100.48329,udMRe4_Mr3N9zkdZImicxg,024,201709,3656,Bangkok
0660365.95,1522269.65,47,P,013.76535,0100.48335,-oOu7u-K0GR53gIW7psryg,368,201109,4355,Bangkok
0660367.12,1522263.75,47,P,013.76529,0100.48336,Lf16_DvHTBxzGOSis9pNZw,379,201806,4355,Bangkok
0660367.23,1522264.88,47,P,013.76530,0100.48336,T6xL2Ov2P9_riC4se7Kw8A,388,201807,4355,Bangkok
0660367.37,1521360.54,47,P,013.75713,0100.48331,qmulkALN4IxJK_qFfxf0FA,008,201905,3656,Bangkok
0660367.49,1521361.07,47,P,013.75713,0100.48331,42leNZv4Eu08nD2kvpgydQ,008,201909,3656,Bangkok
0660367.78,1522264.99,47,P,013.76530,0100.48337,ciQvFJmgPNHb8NM05E-FIQ,374,201708,4355,Bangkok
0660367.99,1522264.57,47,P,013.76530,0100.48337,OOYmdctMoDWN6QYXQjOotw,374,201811,4355,Bangkok
0660368.00,1522267.28,47,P,013.76533,0100.48337,RkGQRNsZZ-emCbKIglObrA,373,201908,4355,Bangkok
0660368.24,1522266.22,47,P,013.76532,0100.48337,rdT4LfHjX3NC4OF2R2KQaA,387,201705,4355,Bangkok
0660368.35,1522268.34,47,P,013.76533,0100.48337,P5GAbp0J9juwnUAOPbkr_g,373,202009,4355,Bangkok
0660368.74,1522267.56,47,P,013.76533,0100.48338,CYJrvh8W9dJiX-fq3Ohijg,385,201611,4355,Bangkok
0660370.47,1522271.36,47,P,013.76536,0100.48339,t-UsAeIoWRCZsEGyzCJKPg,380,201409,4355,Bangkok
0660372.49,1522270.43,47,P,013.76535,0100.48341,PZl71VpY46bAxXXJVjHX5A,376,201711,4355,Bangkok
0660377.62,1522456.41,47,P,013.76703,0100.48347,_ty8HhHuf4J829Vm-g9UrA,392,201705,4524,Bangkok
0660378.06,1522455.52,47,P,013.76703,0100.48347,STetfr7CG7K3wIJi1XKH-A,404,201809,4524,Bangkok
0660378.73,1522455.29,47,P,013.76702,0100.48348,zL5GRxvVTwVfghiScD7PuA,233,201905,4524,Bangkok
0660379.28,1522455.17,47,P,013.76702,0100.48348,mhXa0aWrgyu1a3HNpP5DIw,211,201109,4524,Bangkok
0660380.58,1522453.91,47,P,013.76701,0100.48350,4oKhYMvPmhU3jJJS5gMiAA,228,202008,4524,Bangkok
0660392.74,1521151.25,47,P,013.75524,0100.48353,TOfev3QdQxXznPgGjDKOEQ,085,201711,3481,Bangkok
0660392.77,1519587.36,47,P,013.74110,0100.48345,k7GXosZTQicCvhRbwYfzPA,333,201709,2258,Bangkok
0660393.20,1521151.48,47,P,013.75524,0100.48354,uPFTzn94L-xeeKNDOwDdbQ,089,201709,3481,Bangkok
0660393.23,1521148.24,47,P,013.75521,0100.48354,6m6enNJgYoqBwh5mnihonA,101,201802,3481,Bangkok
0660394.63,1519588.73,47,P,013.74111,0100.48346,bRoUvuSNCrACQlAwbpjsTQ,279,201712,2258,Bangkok
0660395.09,1521149.74,47,P,013.75522,0100.48356,821VQ9nc-GQLcUEFOcMCiA,093,201909,3481,Bangkok
0660395.23,1521144.67,47,P,013.75518,0100.48356,ggFn_mZ2JDWMxO-ctKQRYQ,100,201705,3481,Bangkok
0660395.53,1521147.03,47,P,013.75520,0100.48356,Lq5Ay72o7fch0nCrB1QMeA,097,201409,3481,Bangkok
0660395.59,1521148.75,47,P,013.75521,0100.48356,0lDRz1LvIM0L0NyqGUfdbw,092,201611,3481,Bangkok
0660395.67,1521149.43,47,P,013.75522,0100.48356,zwl7ZfOwFiNrlLcorWztxg,086,202008,3481,Bangkok
0660395.73,1521148.57,47,P,013.75521,0100.48356,3EcJNrEKedCElzfjU3MMCg,104,201109,3481,Bangkok
0660395.88,1521150.33,47,P,013.75523,0100.48356,LG3fzO1ZjuALMGLyLlaB-Q,095,201905,3481,Bangkok
0660396.28,1519588.56,47,P,013.74111,0100.48348,OpDxHsKlRM5Xcz03ol472A,288,201806,2258,Bangkok
0660396.29,1521150.24,47,P,013.75523,0100.48357,gonz-82JFF6wEoMR_-pr3A,088,201810,3481,Bangkok
0660396.30,1521150.96,47,P,013.75523,0100.48357,InaN0uZ0zUX2YlgDGlnv2w,095,201809,3481,Bangkok
0660396.40,1519589.65,47,P,013.74112,0100.48348,Hi9MRFBt233J-Zn7h0y0vA,284,201109,2258,Bangkok
0660396.65,1519585.58,47,P,013.74108,0100.48348,OQCauEYLbebmtSmZoFXZpQ,299,201810,2258,Bangkok
0660396.84,1519585.24,47,P,013.74108,0100.48348,woxYR7Mor1WvxzMeuRf_Kg,289,201410,2258,Bangkok
0660396.94,1519585.53,47,P,013.74108,0100.48348,dsRICDvDQSR7Uam3IBoiyw,294,201708,2258,Bangkok
0660397.00,1519586.56,47,P,013.74109,0100.48349,57ymJPuLlyL6hDTeAZJ-og,296,202009,2258,Bangkok
0660397.32,1519588.26,47,P,013.74111,0100.48349,ag_1DiHPm8dkdfhRg6a-6g,280,201705,2258,Bangkok
0660397.92,1519588.36,47,P,013.74111,0100.48349,jbBHAMwBSczivI7JF4wt0w,282,201909,2258,Bangkok
0660398.06,1519587.96,47,P,013.74110,0100.48350,IrMM9BVGAKuPlOAjUGVqhw,282,201905,2258,Bangkok
0660398.51,1519586.96,47,P,013.74110,0100.48350,2BePyVpVk3dJsTVqcohTmg,283,201611,2258,Bangkok
0660398.89,1520825.28,47,P,013.75229,0100.48357,bWzuKX6LuQWJLAbV54nfXA,087,201705,3217,Bangkok
0660399.48,1520820.75,47,P,013.75225,0100.48358,oYtAPj693nDuywNmx9TCWw,078,201611,3217,Bangkok
0660399.89,1520823.92,47,P,013.75228,0100.48358,ne2VDFHkIpHy4VXHhZIHgA,073,201109,3217,Bangkok
0660400.11,1520823.39,47,P,013.75227,0100.48358,T7V5aQnT4TvJYAgc0q0MSw,078,201409,3217,Bangkok
0660400.40,1520822.22,47,P,013.75226,0100.48359,NyKMtLqZhqgfNtDuD4aCZg,427,202008,3217,Bangkok
0660400.53,1520818.56,47,P,013.75223,0100.48359,Yg6pUqgBi0YPSxG7zwOamg,436,201708,3217,Bangkok
0660400.91,1520821.93,47,P,013.75226,0100.48359,oRsFlwNIT4xd4BEEgug9Kw,070,201909,3217,Bangkok
0660401.01,1520823.58,47,P,013.75227,0100.48359,lgyjDvW5GrsTbxDPkXU-Iw,076,201810,3217,Bangkok
0660401.18,1520825.44,47,P,013.75229,0100.48359,2tMeYnbT9cLeOujJDDZ9ng,069,201802,3217,Bangkok
0660401.30,1520818.94,47,P,013.75223,0100.48360,P9yCm0FQf8lV4SrycTKu6A,082,201905,3217,Bangkok
0660404.44,1521243.15,47,P,013.75607,0100.48365,GtrvWSmvNzu5aOkMucNHMA,181,201109,3570,Bangkok
0660405.22,1521244.93,47,P,013.75608,0100.48366,2uabc8oG8RAyDIuzETgdKQ,178,202008,3570,Bangkok
0660405.42,1521244.12,47,P,013.75607,0100.48366,Nxj3XtRJKu2r8Sxzlpq0vA,183,201810,3570,Bangkok
0660405.77,1521242.60,47,P,013.75606,0100.48366,E2MJZhShR5_lSuWancfzkQ,167,201705,3570,Bangkok
0660405.82,1521242.48,47,P,013.75606,0100.48366,Nsz4YI6ujB1RdqSzEX99kQ,187,201610,3570,Bangkok
0660410.72,1520708.57,47,P,013.75123,0100.48368,BVKCG1ZxeNHkkTtVxjrR4A,079,201409,3136,Bangkok
0660410.75,1520706.02,47,P,013.75121,0100.48368,0qfZ7fMvStKDhC7rSmM2Bg,086,201705,3136,Bangkok
0660410.93,1520707.95,47,P,013.75123,0100.48368,_z5YfSQYIUkfAjAIYrdAOw,089,201611,3136,Bangkok
0660411.35,1520708.82,47,P,013.75124,0100.48368,FwxMZ5E0BOnBsVXA_CaNPQ,086,201109,3136,Bangkok
0660411.42,1522366.61,47,P,013.76622,0100.48378,32yE1wCzcUEGJzxsYu6gZQ,449,202008,4441,Bangkok
0660411.75,1522365.56,47,P,013.76621,0100.48378,9KficypekYz3JmzEaWZwkw,450,201811,4441,Bangkok
0660412.06,1522367.22,47,P,013.76623,0100.48378,LBfsIhaJNfhtXBDzUMEm9Q,446,201611,4441,Bangkok
0660412.21,1520936.36,47,P,013.75329,0100.48370,_WS8fTQwYxLbuVjw1zvEiQ,566,201810,3304,Bangkok
0660412.47,1520708.36,47,P,013.75123,0100.48369,dtK-cMFdthATVJWUhexNjg,089,201708,3136,Bangkok
0660412.51,1521716.74,47,P,013.76035,0100.48375,3NzZLmVJAe33meJ3GiOChA,529,201806,3913,Bangkok
0660412.63,1520708.98,47,P,013.75124,0100.48369,eY2vaZ6e11dVxOzO6cETKg,088,201802,3136,Bangkok
0660412.80,1521714.82,47,P,013.76033,0100.48375,dh2IJUfCmCE08tFw1D8N8g,533,201802,3913,Bangkok
0660413.08,1520704.90,47,P,013.75120,0100.48370,PP41g9ePVVWIHb7duXdgfw,078,202008,3136,Bangkok
0660413.17,1522369.22,47,P,013.76624,0100.48379,UCFp1DPNiX6oRQRGnNW7Sg,453,201802,4441,Bangkok
0660413.23,1520938.69,47,P,013.75331,0100.48371,AKnCYQAqpjFEizMRNeo5Dg,414,201802,3304,Bangkok
0660413.24,1520937.69,47,P,013.75330,0100.48371,C-lMB9FB_WFuNBkKLakskQ,408,202008,3304,Bangkok
0660413.44,1522370.22,47,P,013.76625,0100.48380,81EJHTz8wFkdKyyCtKx_Lg,438,201109,4441,Bangkok
0660413.47,1520937.65,47,P,013.75330,0100.48371,mchrzO-LO7s0ax7EnvGNSw,403,201909,3304,Bangkok
0660414.19,1521718.02,47,P,013.76036,0100.48377,C_47ncntq23S4_JGZ_i7pw,349,201811,3913,Bangkok
0660414.88,1520938.46,47,P,013.75331,0100.48373,peYXTUlIIy5SlJ1rT1VG1Q,415,201905,3304,Bangkok
0660415.45,1521715.50,47,P,013.76033,0100.48378,WkXljySVFMG2pp7JZALIJw,526,201708,3913,Bangkok
0660415.56,1520938.41,47,P,013.75331,0100.48373,MdwC7LvR-ilAtpdPqTWEZg,420,201708,3304,Bangkok
0660415.85,1520934.74,47,P,013.75328,0100.48374,sllXFPcWib1tSgpRFPLpHA,568,201809,3304,Bangkok
0660415.92,1521716.87,47,P,013.76035,0100.48378,hcdkuajPlkUR1vTDXM7AAw,343,201711,3913,Bangkok
0660416.29,1521717.11,47,P,013.76035,0100.48378,l0AfsBKjH5J1fx98-27RBw,341,202008,3913,Bangkok
0660416.40,1521714.89,47,P,013.76033,0100.48379,sheJ-dfQJcWYagz68BZ7fg,528,201705,3913,Bangkok
0660416.82,1521717.36,47,P,013.76035,0100.48379,gnDMKwT5iZVFFp0-qIvSGw,340,201611,3913,Bangkok
0660416.88,1520595.55,47,P,013.75021,0100.48373,mY4l3ibpLVt5-jYmbzr5pw,380,201810,3050,Bangkok
0660417.20,1520593.65,47,P,013.75019,0100.48373,RrM7f_h-_T5eRmd11OfCsw,373,201905,3050,Bangkok
0660417.21,1520594.19,47,P,013.75020,0100.48373,J_lMc5GKmYb0KSqHeSFsZA,385,201909,3050,Bangkok
0660417.27,1520591.71,47,P,013.75018,0100.48373,2-N7sNU7gc_m-0gf0DWKHQ,376,201806,3050,Bangkok
0660417.47,1520594.00,47,P,013.75020,0100.48373,6w_SlcaZV61sJfbQmdwZlw,382,202008,3050,Bangkok
0660417.55,1520935.39,47,P,013.75328,0100.48375,p9xf4BUAVKKo2DGJ0xdnRg,576,201705,3304,Bangkok
0660417.89,1520594.19,47,P,013.75020,0100.48374,C8tteo2kRVzqASDZZnBDSg,372,201709,3050,Bangkok
0660418.15,1521620.84,47,P,013.75948,0100.48380,yZN7Gb61VcFcja7AdWpsSw,603,201905,3828,Bangkok
0660418.21,1521621.87,47,P,013.75949,0100.48380,IsFNOS6P0de9N3FH_El6pQ,425,201109,3828,Bangkok
0660418.34,1520597.31,47,P,013.75023,0100.48374,4iqwExroVAlTg_FDnvQZrQ,386,201409,3050,Bangkok
0660418.40,1521044.03,47,P,013.75427,0100.48377,C6rBtkCWvIsL_sPx_z6VNQ,621,201905,3393,Bangkok
0660418.95,1520593.87,47,P,013.75020,0100.48375,xs3jAAqlHs6SCNlNIO8Q_g,374,201109,3050,Bangkok
0660418.95,1521043.73,47,P,013.75426,0100.48377,2t3OKmV0tH5hTdos4CCgJQ,616,202008,3393,Bangkok
0660418.98,1520594.69,47,P,013.75020,0100.48375,p0H6dpp4v_UPkbe9g_lQZA,398,201711,3050,Bangkok
0660419.27,1520598.34,47,P,013.75024,0100.48375,ngpkV7jgg0PhUDJNSndDZQ,382,201706,3050,Bangkok
0660419.39,1521714.64,47,P,013.76033,0100.48381,-M9HIPZ9Dc2h8DnXKM5WiA,517,201109,3913,Bangkok
0660419.69,1521619.99,47,P,013.75947,0100.48381,B1z4o_ZTmbxq_tfTaQg8Kw,598,201909,3828,Bangkok
0660419.89,1520592.35,47,P,013.75018,0100.48375,ArT7W0JttuRMsXjAQyUIcQ,384,201611,3050,Bangkok
0660420.15,1521620.15,47,P,013.75947,0100.48382,a5bspyCPug97jqOSZfb_xw,598,201611,3828,Bangkok
0660420.83,1521044.00,47,P,013.75426,0100.48379,IOhnT6GEQ2yKkJBTFUBHng,423,201809,3393,Bangkok
0660420.98,1521715.62,47,P,013.76034,0100.48383,acPk4DD7x_eGr24dN_g1ow,335,201905,3913,Bangkok
0660421.95,1518827.22,47,P,013.73423,0100.48367,1MSMmUcRtqhXLkslOd5Lfw,479,201810,1654,Bangkok
0660421.99,1521620.43,47,P,013.75948,0100.48383,uV1SjYIjEvU_VFYGutWmYQ,608,202008,3828,Bangkok
0660422.49,1518828.29,47,P,013.73424,0100.48368,OvYCcVXZtD0Az0sv2Mkl-w,487,201905,1654,Bangkok
0660423.11,1521043.17,47,P,013.75426,0100.48381,zBN1bTEDawHFTHrqrgJpkA,619,201909,3393,Bangkok
0660423.42,1518826.86,47,P,013.73422,0100.48369,PRpLvClx6DyTeM_SdKoKqA,481,201710,1654,Bangkok
0660423.49,1518826.17,47,P,013.73422,0100.48369,wX1UVwIT8lorzWhiHGqnog,489,201109,1654,Bangkok
0660423.78,1518826.52,47,P,013.73422,0100.48369,s2WfRLyNZ-4EdGOTAlIe_g,487,202009,1654,Bangkok
0660423.91,1518826.43,47,P,013.73422,0100.48369,ZkKVaJNVvNCn1UFS8pqoiQ,477,201909,1654,Bangkok
0660424.18,1517511.89,47,P,013.72234,0100.48362,hd49ZhoWvuR5CEMXLxoeFA,616,201109,609,Bangkok
0660424.98,1520356.49,47,P,013.74805,0100.48379,GCzWSNwhAzZC1HG43YCtEA,439,201905,2874,Bangkok
0660425.19,1520356.86,47,P,013.74805,0100.48379,Tg9b8FHIZbNUWIBwg3vaRg,447,201909,2874,Bangkok
0660425.33,1521619.49,47,P,013.75947,0100.48386,QXgj9PLOT2HSD7XaOiiQRg,596,201811,3828,Bangkok
0660426.02,1517512.35,47,P,013.72234,0100.48364,0bqKbgKhcAKQgWxwMn19wQ,605,201810,609,Bangkok
0660426.30,1520357.00,47,P,013.74805,0100.48380,MZBJnVjOKnlcQr6aFem-uQ,444,201810,2874,Bangkok
0660426.78,1517512.37,47,P,013.72234,0100.48364,vOMcLoaGY5pbNNWUpPmONw,614,201908,609,Bangkok
0660426.92,1520357.32,47,P,013.74806,0100.48381,vyo1mfOjfmfUkfnKy8oeXg,430,201611,2874,Bangkok
0660427.39,1520357.51,47,P,013.74806,0100.48381,qWwhM0Nu0e53azXidkcDjA,434,202008,2874,Bangkok
0660427.70,1520357.57,47,P,013.74806,0100.48381,QI3T7-bbaA5HV5JX5Na5VQ,440,201109,2874,Bangkok
0660428.21,1517512.94,47,P,013.72235,0100.48366,MjbINttSGI6AfthMYIKObQ,605,201705,609,Bangkok
0660428.54,1517512.61,47,P,013.72234,0100.48366,NFMO0K3kEfDc1q2xaKz7Tw,612,202009,609,Bangkok
0660428.73,1520358.06,47,P,013.74806,0100.48382,bvISYiL-b3tNknemjwe8aA,435,201708,2874,Bangkok
0660428.93,1517513.14,47,P,013.72235,0100.48366,mAsNyAOTBnJy497jIQWi-Q,610,201805,609,Bangkok
0660428.96,1517513.32,47,P,013.72235,0100.48366,-4UxPHEGnwhrS6urF9fYgQ,614,201905,609,Bangkok
0660429.33,1517513.44,47,P,013.72235,0100.48367,NR02zBBP4wZ74MHDsrw-ng,607,201611,609,Bangkok
0660429.81,1520358.67,47,P,013.74807,0100.48383,xJmV7jjHZecm5k38X16-mA,448,201705,2874,Bangkok
0660432.38,1520588.65,47,P,013.75015,0100.48387,5GFfr6OWG056cRGZ3Cij_g,280,202008,3047,Bangkok
0660432.43,1520586.97,47,P,013.75013,0100.48387,4M4Gg9rj6YTPEA2znfN7ig,283,201909,3047,Bangkok
0660432.47,1520487.30,47,P,013.74923,0100.48386,EJGS7PoC8kEpNxokldMFMw,432,201709,2959,Bangkok
0660432.59,1520590.54,47,P,013.75017,0100.48387,Iafey7W6DvBmN770SOZZqw,284,201810,3047,Bangkok
0660432.65,1520486.12,47,P,013.74922,0100.48387,ohFtG3x7QGVnCGIv_Bmt2A,435,201109,2959,Bangkok
0660432.86,1520486.80,47,P,013.74923,0100.48387,TZBg4C8xFRtyvoGXX0IToQ,437,201611,2959,Bangkok
0660432.91,1520588.25,47,P,013.75014,0100.48387,3EtGxHeG-IQgkkYUJrsjbA,273,201905,3047,Bangkok
0660433.12,1520485.16,47,P,013.74921,0100.48387,K1uXf9t_pUBJdvMVOYWtQQ,423,201810,2959,Bangkok
0660433.36,1520487.28,47,P,013.74923,0100.48387,fTEqvhdtbIZmfjRbakIBoA,430,201409,2959,Bangkok
0660433.62,1520484.49,47,P,013.74921,0100.48387,A7SjyTarFqxPxqFknv9tkQ,421,201905,2959,Bangkok
0660433.75,1520485.77,47,P,013.74922,0100.48388,qzVQBTLO9iFMtvUmuH1-jw,431,201909,2959,Bangkok
0660434.40,1520488.17,47,P,013.74924,0100.48388,8TUi9bN4liWflI-WC8s6Gg,425,201705,2959,Bangkok
0660434.46,1520484.35,47,P,013.74921,0100.48388,YURxDmquwSpkzke-8jUkxg,423,202008,2959,Bangkok
0660435.10,1520482.89,47,P,013.74919,0100.48389,l0pohvx3vklLMQYFpALm8A,424,201806,2959,Bangkok
0660435.26,1520485.36,47,P,013.74921,0100.48389,VmHzABSo8vFNQ9qJOzwnJw,420,201711,2959,Bangkok
0660435.79,1517052.00,47,P,013.71818,0100.48370,fYhwI8vZ9SBUVGaF0a-IYw,367,201705,261,Bangkok
0660435.84,1517050.67,47,P,013.71817,0100.48370,BJhDsQ0N4bLCnSoG0yLDug,365,202009,261,Bangkok
0660436.80,1519145.77,47,P,013.73711,0100.48383,OJ99EHq7B0Z31yKEoF1rzw,270,202009,1916,Bangkok
0660437.05,1517050.09,47,P,013.71816,0100.48371,dPc9QX3sSnRPeKEQJ4otHw,372,201805,261,Bangkok
0660437.15,1517052.60,47,P,013.71819,0100.48371,tfdh64kgnukFGGI3uACVig,375,201908,261,Bangkok
0660437.40,1519145.39,47,P,013.73710,0100.48383,mGG0l9K4BH1O8HDvGYs-fA,459,201109,1916,Bangkok
0660437.47,1517051.40,47,P,013.71817,0100.48372,2HEeUbU_fGDSrjSujvkRmg,370,201910,261,Bangkok
0660437.96,1517052.12,47,P,013.71818,0100.48372,V9yJNfA55Td9QQjZkL6evA,368,201710,261,Bangkok
0660438.06,1519147.06,47,P,013.73712,0100.48384,DWH3UnfWxyKMOPi6MaDKeA,282,201810,1916,Bangkok
0660438.11,1517052.69,47,P,013.71819,0100.48372,yea79irhOmRU6Ybd6B2AWA,363,201109,261,Bangkok
0660438.16,1517050.80,47,P,013.71817,0100.48372,PUCUGhGr1154FJxxd_ooVw,356,201905,261,Bangkok
0660439.05,1520484.78,47,P,013.74921,0100.48393,oq1vs0iPbXvf1xb8sxl3Ng,258,201708,2959,Bangkok
0660439.11,1518943.29,47,P,013.73528,0100.48384,Ej3F7r-N-Ri1zTVJ4Xn9Bg,276,201806,1740,Bangkok
0660439.15,1519147.38,47,P,013.73712,0100.48385,PoJkrVkbdCPbLQb63PYkAw,450,201909,1916,Bangkok
0660439.73,1518944.03,47,P,013.73528,0100.48384,hNQnGjKknjSFF8k7VB5opw,248,201909,1740,Bangkok
0660439.94,1519148.11,47,P,013.73713,0100.48386,ARIbAXP41X01EjZW1vS_LQ,465,201905,1916,Bangkok
0660440.44,1518942.49,47,P,013.73527,0100.48385,z-1wFOiwdZ0uih_qFpZhAg,271,202009,1740,Bangkok
0660440.90,1518941.18,47,P,013.73526,0100.48385,uoOg4miQuppPqnkKPFABAA,112,201810,1740,Bangkok
0660442.07,1518156.71,47,P,013.72817,0100.48382,y3cJvlP9yDcYZbAoOJoi3A,293,201109,1135,Bangkok
0660443.35,1518362.34,47,P,013.73002,0100.48384,sS0WR7zT1UAhCofcpn4z0g,455,201810,1304,Bangkok
0660443.73,1518158.55,47,P,013.72818,0100.48384,hywfskCRhJ70aNNWFsOdJA,483,202009,1135,Bangkok
0660443.93,1518159.84,47,P,013.72819,0100.48384,ybqaFwRLdUh58AsNQ_vLqw,467,201705,1135,Bangkok
0660444.42,1518107.46,47,P,013.72772,0100.48384,u_B22SzVjdXLcHPQAKC4rA,347,201710,1044,Bangkok
0660444.97,1518363.79,47,P,013.73004,0100.48386,w32G59_Sd2TzJafP2GtEaQ,454,201109,1304,Bangkok
0660445.02,1518161.26,47,P,013.72821,0100.48385,xwhbD6Cm4GMYiiBB-oCOEw,278,201905,1135,Bangkok
0660445.73,1518107.58,47,P,013.72772,0100.48385,4U-HZFLfcOWrY67yVT9nUw,345,201705,1044,Bangkok
0660446.21,1518366.20,47,P,013.73006,0100.48387,-FgZZXo6_H8tK9Z7ftXCdw,622,202009,1304,Bangkok
0660446.48,1518111.22,47,P,013.72775,0100.48386,WvDgrHp2MD3YJmF5tUXd1w,356,201409,1044,Bangkok
0660446.80,1518366.56,47,P,013.73006,0100.48388,tw7x6KKobELImI9g1MU-fw,629,201905,1304,Bangkok
0660447.16,1518109.51,47,P,013.72774,0100.48387,GHMnPR4kxBb7RUy7WN0sYw,356,201805,1044,Bangkok
0660447.52,1518107.02,47,P,013.72772,0100.48387,qtu6WGYsi8v-dn9j8hk1mw,360,201908,1044,Bangkok
0660448.54,1518106.92,47,P,013.72771,0100.48388,pRhrslAi3lrRpdoS9EXibA,359,202009,1044,Bangkok
0660449.67,1518106.88,47,P,013.72771,0100.48389,z2CLQvxPIMbYn76LM9zqlA,366,201109,1044,Bangkok
0660449.81,1518109.48,47,P,013.72774,0100.48389,zK0kKBDBKJbrSOp_YRLydg,366,201905,1044,Bangkok
0660450.33,1518104.36,47,P,013.72769,0100.48389,py5FHV3zVUDNlAzIVfDTRQ,347,201810,1044,Bangkok
0660450.84,1517409.31,47,P,013.72141,0100.48386,D3lUcAPfKhOpMXSsWx0AdA,226,201805,517,Bangkok
0660451.24,1517410.68,47,P,013.72142,0100.48386,QOg4rPz_uyELU6bNRD9mDA,040,201611,517,Bangkok
0660451.54,1518105.51,47,P,013.72770,0100.48391,f-AAN-5PTNEXxm5XRf3Ckw,353,201611,1044,Bangkok
0660451.81,1517409.20,47,P,013.72141,0100.48387,p0jfd6h1eAXNoBSX4yKzKg,040,201810,517,Bangkok
0660452.05,1517409.23,47,P,013.72141,0100.48387,0Aw4dkqVbggFFqdEQv4WjQ,044,201705,517,Bangkok
0660452.38,1517407.62,47,P,013.72139,0100.48387,XtckQ2C6b3JHweCfW2id7Q,223,202009,517,Bangkok
0660452.50,1517409.31,47,P,013.72141,0100.48387,wp5R5vgL2eTLydQNICJIwg,050,201109,517,Bangkok
0660452.58,1517408.81,47,P,013.72140,0100.48388,shfEedaAt9eSPu7HyFxMRQ,054,201908,517,Bangkok
0660452.59,1517405.55,47,P,013.72137,0100.48388,2tNQgVZxr-deyznxtuIlOw,223,201905,517,Bangkok
0660453.22,1517407.16,47,P,013.72139,0100.48388,a_SyBT6TAzKwkiS5Q35USA,049,201711,517,Bangkok
0660455.78,1519368.74,47,P,013.73912,0100.48402,E9m-AKm35U2akBUR1JC0RA,599,201109,2087,Bangkok
0660460.03,1519369.86,47,P,013.73913,0100.48406,FPXsaEobDf0RpJmpuH4CYw,608,201810,2087,Bangkok
0660460.40,1519369.91,47,P,013.73913,0100.48406,0wpj4aKWZCrVf9t5HmypHA,607,202008,2087,Bangkok
0660461.69,1517574.80,47,P,013.72290,0100.48397,VIQyf60sLFQ3a1IjtUG1JQ,356,201711,691,Bangkok
0660461.94,1517574.33,47,P,013.72290,0100.48397,EmcGzDp1GrNzJ0z2jUzPQA,368,201905,691,Bangkok
0660461.97,1517575.46,47,P,013.72291,0100.48397,Rm_GwXmxNDsuuHRDVXrvJA,356,201705,691,Bangkok
