UTM1,UTM2,UTMzone,category,lat,lon,panoid,numeric,yearMonth,place_id,city
0569787.29,2849150.55,17,R,025.75874,-080.30409,sO1Cof-Rjmad3RdIOw4SsQ,091,201103,3500,Miami
0569787.31,2850158.62,17,R,025.76784,-080.30404,UEiNlhLZMEGKXa0R5YikDA,202,202002,4628,Miami
0569787.37,2851256.33,17,R,025.77775,-080.30398,wVNz5EQr82NFOq_bf_5yiQ,075,201705,5873,Miami
0569787.54,2851256.09,17,R,025.77775,-080.30398,O8OjDuV-HqM-kClaTg0h0Q,062,201404,5873,Miami
0569787.84,2850159.22,17,R,025.76784,-080.30403,-gX0q5A_JrLimEMM-rlxAA,220,201805,4628,Miami
0569787.84,2850159.84,17,R,025.76785,-080.30403,8YvZzRxWXa_c_LbzqHlj3Q,200,201403,4628,Miami
0569787.94,2850157.47,17,R,025.76783,-080.30403,5jCYc3MyNMzDXc4mQh3BDA,210,201306,4628,Miami
0569788.10,2850157.95,17,R,025.76783,-080.30403,jx1lb3DGN3hVx9cImlWDug,211,201903,4628,Miami
0569788.19,2850155.74,17,R,025.76781,-080.30403,BqLGV0cTqoIykRdz-KPPpA,201,201103,4628,Miami
0569788.22,2850158.57,17,R,025.76784,-080.30403,wNhoNENvHeg-H-Ib3gV_8w,221,201505,4628,Miami
0569788.83,2849825.64,17,R,025.76483,-080.30404,RHIt2Lqje5gKJkmLCePD-w,319,202012,4250,Miami
0569788.98,2851256.43,17,R,025.77775,-080.30396,Oer-KiqwJfD8E8Y7SbOUcg,067,201510,5873,Miami
0569789.20,2849821.87,17,R,025.76480,-080.30404,laSFIo8fsv7SSpxLoWUBEA,311,200906,4250,Miami
0569789.33,2851256.50,17,R,025.77775,-080.30396,h83ea1VQ5TRv7xwMxnobtw,070,201402,5873,Miami
0569789.36,2851256.91,17,R,025.77776,-080.30396,lrcG4_KIA3woHU8iTB41sQ,074,201805,5873,Miami
0569789.43,2849821.93,17,R,025.76480,-080.30403,FjroZ4FcDyOXS1uxZvVZEg,314,201403,4250,Miami
0569789.54,2849825.49,17,R,025.76483,-080.30403,j-v1XFkInUKLhPWpft8biw,335,201510,4250,Miami
0569789.81,2851253.42,17,R,025.77772,-080.30395,VzTOOkwDuFQXOxJreR6mRg,064,201103,5873,Miami
0569789.81,2851254.11,17,R,025.77773,-080.30395,-6M7bADdKz_enOZreEf2IQ,075,200711,5873,Miami
0569790.12,2851256.85,17,R,025.77775,-080.30395,5RQllkGH5OUvGrFTziMulg,064,202002,5873,Miami
0569790.26,2849823.19,17,R,025.76481,-080.30402,g3EZ9bJYFCKERX8ZCVV2HQ,324,200711,4250,Miami
0569790.43,2851253.39,17,R,025.77772,-080.30395,sPxWKL3nI-BcNzrdI2m-fw,061,201504,5873,Miami
0569790.44,2851256.96,17,R,025.77776,-080.30395,7guCmIT2rdqOlJf6coX2bw,082,201306,5873,Miami
0569790.66,2849150.21,17,R,025.75873,-080.30406,-4qyknY6BOXs-CBhUHH1HQ,107,201805,3500,Miami
0569790.94,2849147.75,17,R,025.75871,-080.30405,3RGQqG5XlucPrhY5mvExUQ,283,200906,3500,Miami
0569791.20,2849150.41,17,R,025.75873,-080.30405,14BJ_sk8sKJV-G8laWuMrQ,080,201902,3500,Miami
0569791.26,2849150.30,17,R,025.75873,-080.30405,-YmoR94CHhAsj65XuOo1Og,103,200712,3500,Miami
0569791.81,2849824.16,17,R,025.76482,-080.30401,Zf_5awGw9h43VJ879sXaVg,297,201612,4250,Miami
0569794.76,2849148.11,17,R,025.75871,-080.30402,5vxpUk8lxPUXT6F_yene6Q,256,201504,3500,Miami
0569797.41,2848511.25,17,R,025.75296,-080.30402,ugYFMMmWt6rzlzPgAsxOJg,007,201805,2753,Miami
0569798.34,2848508.58,17,R,025.75294,-080.30401,TjIKtIih8O1M2K324j5Mcw,179,201506,2753,Miami
0569798.96,2848511.50,17,R,025.75297,-080.30401,XL1KviRx9efXJeeItWSF7w,001,200906,2753,Miami
0569801.76,2848509.27,17,R,025.75294,-080.30398,kTlIohmbBT2nVAYGWTmUAg,190,201902,2753,Miami
0569802.98,2848508.39,17,R,025.75294,-080.30397,paVomAfwtIMoKWjuZI2Vqg,187,201402,2753,Miami
0569805.12,2848510.26,17,R,025.75295,-080.30395,F8pmeQNUUcEzSKmnq-_DsQ,012,200712,2753,Miami
0569805.22,2848509.46,17,R,025.75295,-080.30394,chfVjoHtDJBeBK8wb2q6Zg,179,201103,2753,Miami
0569806.69,2846174.74,17,R,025.73186,-080.30405,iroJJEYicZpyE1FseCClCQ,250,201705,125,Miami
0569807.42,2846174.51,17,R,025.73186,-080.30405,roVZT0tAnXAngn3yW8Xc4w,246,201606,125,Miami
0569808.78,2846172.68,17,R,025.73185,-080.30403,zG9dJ6U1kfQpBNjTqV8jRw,240,201903,125,Miami
0569808.95,2846173.69,17,R,025.73186,-080.30403,DWBQN3uULH8t4SpAftnQxA,250,201505,125,Miami
0569809.44,2846169.20,17,R,025.73181,-080.30403,TV9P9u78gtihq_lDRVS_4A,068,201805,125,Miami
0569812.96,2846173.75,17,R,025.73186,-080.30399,pvWAGsm6Xtkf-zMRR4yFBQ,128,201902,125,Miami
0569829.84,2848941.33,17,R,025.75684,-080.30368,RO8ufvauXJ3TK-BSdd2LIQ,293,201104,3250,Miami
0569830.50,2848942.57,17,R,025.75686,-080.30367,Ej5ONsPgj6fG1f39k77M4A,304,201705,3250,Miami
0569830.86,2848942.81,17,R,025.75686,-080.30367,FruT_8b1Z24caMNy3Ad1QA,289,200712,3250,Miami
0569830.88,2848944.08,17,R,025.75687,-080.30367,rfuRlDkMyluFksNByViEkA,297,201103,3250,Miami
0569833.50,2848944.68,17,R,025.75687,-080.30364,RU1myWd3odUaMXij_tVzlQ,298,201903,3250,Miami
0569833.58,2848943.89,17,R,025.75687,-080.30364,YkH9gUfUAYkd6lK5Guo9UQ,293,202012,3250,Miami
0569833.69,2848940.75,17,R,025.75684,-080.30364,6bFJ3WzBgvw502AVwEUFuQ,302,201504,3250,Miami
0569834.47,2848942.46,17,R,025.75685,-080.30363,Azfm-RJyNNxvbG6OTEMAUg,312,201306,3250,Miami
0569835.96,2848720.71,17,R,025.75485,-080.30363,GEwMpcmaR0Tnvm2g5Iry3Q,030,201402,3001,Miami
0569836.07,2848717.35,17,R,025.75482,-080.30363,BMNrRoz591fNh3TvWFV93w,048,201606,3001,Miami
0569836.75,2848720.47,17,R,025.75485,-080.30362,fPHmy-HKtxv9tqGw-naQ3Q,032,201805,3001,Miami
0569837.97,2848612.03,17,R,025.75387,-080.30361,OeCMcrqQ_HyaYkRGXq37YQ,351,201606,2875,Miami
0569838.00,2848609.15,17,R,025.75384,-080.30361,I8asib9ATqhk6YnguKAIKA,336,201104,2875,Miami
0569838.04,2848610.02,17,R,025.75385,-080.30361,SERqYZ46Z0-f-BDhFG5KYw,332,201103,2875,Miami
0569838.47,2848610.85,17,R,025.75386,-080.30361,Tg1RBY4Zn7IJ6pfkbTD__g,338,201805,2875,Miami
0569839.34,2848720.43,17,R,025.75485,-080.30359,3A79mJnX38RRxkn_alCbeQ,028,201504,3001,Miami
0569839.36,2848722.59,17,R,025.75487,-080.30359,jS66aS4JDSThO7lOdikgiw,044,201903,3001,Miami
0569839.38,2848718.01,17,R,025.75483,-080.30359,I-9QiG79lM-qoVb-THmukQ,035,201103,3001,Miami
0569839.42,2848718.75,17,R,025.75483,-080.30359,0eVYoqFuC-7tXhwglOaYBw,037,202012,3001,Miami
0569839.59,2848720.50,17,R,025.75485,-080.30359,0XnJ9O8-wNH8Vq088TRXhw,049,201705,3001,Miami
0569839.89,2848719.64,17,R,025.75484,-080.30359,jmCFe5q_HX2MYmapEmyPpg,029,200801,3001,Miami
0569839.96,2848718.13,17,R,025.75483,-080.30359,25fkc7mG4igxkDcXH7ERYw,042,201306,3001,Miami
0569840.93,2848614.13,17,R,025.75389,-080.30358,J8LAF1VHKm4UX8dmMsPZkQ,340,201504,2875,Miami
0569841.06,2848610.82,17,R,025.75386,-080.30358,5QXa0DYU22746MWJV9lFvw,343,201705,2875,Miami
0569841.14,2848613.88,17,R,025.75389,-080.30358,rB-b5yxCsS7IIdofne5Pvw,347,201902,2875,Miami
0569841.15,2848612.73,17,R,025.75388,-080.30358,CmEVAQeFxqCSlAKH6ymeDQ,340,201505,2875,Miami
0569841.33,2848615.12,17,R,025.75390,-080.30358,r_-VbDlCTa8BUHZ1f285Zg,351,201402,2875,Miami
0569841.60,2848612.34,17,R,025.75387,-080.30358,zVOBZjE9hZDr4m_gnpexjw,331,200906,2875,Miami
0569841.63,2848610.26,17,R,025.75385,-080.30358,sDfewrRro92csXVOKOnbZw,344,202012,2875,Miami
0569841.64,2848384.55,17,R,025.75182,-080.30359,WQNh1i9WSdWK-QZaNyrMWg,194,201705,2625,Miami
0569841.67,2848385.72,17,R,025.75183,-080.30359,joCBkSs9gD4ALz0vWxgGAw,190,201104,2625,Miami
0569841.71,2848612.13,17,R,025.75387,-080.30358,fwOUp2ZxGNxZ1-A3AoKIdg,343,201306,2875,Miami
0569841.76,2848610.01,17,R,025.75385,-080.30358,2SUIc5EQrypJwqlmQbCR5g,334,200801,2875,Miami
0569842.20,2848382.83,17,R,025.75180,-080.30358,S15vX3TJ4qN2Vmu6qIh-7A,191,201805,2625,Miami
0569842.61,2848386.51,17,R,025.75183,-080.30358,m5Ys7J1GQB98nO9ollEweA,187,200712,2625,Miami
0569843.97,2848277.48,17,R,025.75085,-080.30357,akm6xBDFKn7K8Kb39oPL0w,326,201103,2500,Miami
0569844.81,2848387.05,17,R,025.75184,-080.30356,NAj4DZw_qO8BubzvdogkqQ,190,201505,2625,Miami
0569844.99,2848270.92,17,R,025.75079,-080.30356,pFe4Fy4xJljTevYgkYGROg,332,201805,2500,Miami
0569845.42,2848387.09,17,R,025.75184,-080.30355,AdCbSiMLoLnGUB8DJhY1Tg,187,201402,2625,Miami
0569845.45,2848381.73,17,R,025.75179,-080.30355,oCKasq3QB470QsnA9HiSlA,196,201103,2625,Miami
0569845.52,2848384.72,17,R,025.75182,-080.30355,q1lg00avCu1M_IwV_J4iYQ,180,202012,2625,Miami
0569845.54,2848380.88,17,R,025.75178,-080.30355,qqBRIHoYP2srlESoIlacew,177,200906,2625,Miami
0569845.58,2848385.09,17,R,025.75182,-080.30355,FljAlU_kN-QuFu6EYBPMkQ,196,201902,2625,Miami
0569845.63,2848384.92,17,R,025.75182,-080.30355,yPfcVh18X7h9ql6HRKbkFg,182,201306,2625,Miami
0569846.25,2848384.74,17,R,025.75182,-080.30354,tPF0PL9ay2y6eqA8qb8yZQ,180,200801,2625,Miami
0569846.92,2848276.08,17,R,025.75084,-080.30354,NM5dmED0QVSVzpvVrbIeLg,336,200801,2500,Miami
0569847.01,2848275.50,17,R,025.75083,-080.30354,hj89BO5cmLjsYhVbV5BUrg,341,201504,2500,Miami
0569847.27,2848273.97,17,R,025.75082,-080.30354,pTy615jKE8BMgWl-Vbr-gg,338,202012,2500,Miami
0569847.28,2848275.29,17,R,025.75083,-080.30354,p9SAc_NbcFO7ONB3WLDTDw,332,201903,2500,Miami
0569847.68,2848273.94,17,R,025.75082,-080.30353,Jkd-3_f_haUpUUPwkQQI0A,347,201306,2500,Miami
0569848.65,2848057.32,17,R,025.74886,-080.30354,dJPK2KMgfeQmrYrCx-dCoA,056,201606,2253,Miami
0569848.74,2848057.79,17,R,025.74887,-080.30353,6YbvxOvlNwzF52RQ0iy78w,049,201103,2253,Miami
0569848.75,2848051.78,17,R,025.74881,-080.30353,GJ2SOxuaT_N4YDL2dkNN3Q,047,201104,2253,Miami
0569848.77,2848056.16,17,R,025.74885,-080.30353,xH0-44KywkfsLwTJFAVx5Q,048,201903,2253,Miami
0569848.87,2848057.35,17,R,025.74886,-080.30353,liQXon732-ospU2nXtiuzA,056,201705,2253,Miami
0569849.16,2848054.25,17,R,025.74883,-080.30353,LR66jtKT4fMRoORUNb2xeA,059,200801,2253,Miami
0569851.77,2848053.12,17,R,025.74882,-080.30350,y8n8HwjcJWCgQxUEBZY3UQ,069,201504,2253,Miami
0569851.78,2848054.54,17,R,025.74884,-080.30350,4fne7EGxvov83ecri9RQpQ,048,202012,2253,Miami
0569852.03,2848054.21,17,R,025.74883,-080.30350,_ZJPYNAvd8NIm5o99KhMxQ,068,201306,2253,Miami
0569852.29,2848052.06,17,R,025.74881,-080.30350,bAEYQFom_2T5f2k4v8a93w,049,201805,2253,Miami
0569858.80,2850707.01,17,R,025.77279,-080.30329,T5YTVey9GLTufLRSHRLDTA,176,202012,5252,Miami
0569859.06,2850711.70,17,R,025.77283,-080.30329,Jnsi2rH3ngYnEYXMJkeUKA,171,201402,5252,Miami
0569859.77,2850708.68,17,R,025.77280,-080.30328,95TUbM3HZ6ST2ABrG1fb8Q,181,201103,5252,Miami
0569860.08,2850703.56,17,R,025.77276,-080.30328,BCZOHb6iFPctCDRfX_E04Q,181,201510,5252,Miami
0569860.74,2850709.51,17,R,025.77281,-080.30328,Or11lE6PE_3bZL3PTyUPBQ,359,201306,5252,Miami
0569860.78,2850703.07,17,R,025.77275,-080.30328,OELdJRRtcmJCpT3kVohhAg,004,200906,5252,Miami
0569860.94,2850711.07,17,R,025.77282,-080.30327,3C9ak6pgqZ8jyt-X8CCJfQ,003,201805,5252,Miami
0569861.12,2850704.97,17,R,025.77277,-080.30327,0HkZIrTOTHHxrKduLsne-w,356,201903,5252,Miami
0569863.06,2850604.40,17,R,025.77186,-080.30326,DhRMIPEbOzoaqVPkHK4B-Q,009,201504,5127,Miami
0569863.18,2850601.61,17,R,025.77183,-080.30326,FGqplb04sYIHwRujnZfk0g,010,202003,5127,Miami
0569863.22,2851250.90,17,R,025.77770,-080.30322,QbjnxK9gcXHlcXFIO2Pqgw,114,201804,5751,Miami
0569863.42,2851251.33,17,R,025.77770,-080.30322,JbFK_ugm5qvoxbgndDDGjA,108,200906,5751,Miami
0569863.80,2850600.75,17,R,025.77183,-080.30325,yDhZTJrp10A0JBpMlGJ0mA,006,201103,5127,Miami
0569863.82,2850602.38,17,R,025.77184,-080.30325,NPUn4qqniqV9Es5HFSzKag,017,201402,5127,Miami
0569864.05,2850599.65,17,R,025.77182,-080.30325,M9TprbIBGmR8dg_xg3IO3A,012,201510,5127,Miami
0569864.66,2850601.46,17,R,025.77183,-080.30324,YOV32wHFQ9V4fYZ8GmI5vw,188,201805,5127,Miami
0569865.10,2850605.31,17,R,025.77187,-080.30324,h-J14zX7gVwbaC2u23S6HA,187,201903,5127,Miami
0569865.12,2850604.22,17,R,025.77186,-080.30324,5tL4lmVf6UwvwAemRJ70fw,198,200711,5127,Miami
0569865.13,2850606.17,17,R,025.77188,-080.30324,u8C81FencRTIqbIYWAFyIw,196,200906,5127,Miami
0569865.30,2850603.52,17,R,025.77185,-080.30324,zHZAudNaxBlvSDOXIaKcjg,195,201306,5127,Miami
0569867.10,2851251.62,17,R,025.77770,-080.30318,2Ro63FLpsgfM7r8Wx1-R1w,099,202012,5751,Miami
0569867.18,2851251.64,17,R,025.77770,-080.30318,MWJ3boSg2UQD32C6P1JuOQ,110,202002,5751,Miami
0569867.50,2851254.64,17,R,025.77773,-080.30318,QKxaZZEzvyPda5zsn6vwKQ,100,201607,5751,Miami
0569867.55,2851252.02,17,R,025.77771,-080.30318,anJbc5SVnmBAuUhF7esAWw,110,201402,5751,Miami
0569867.96,2851251.81,17,R,025.77771,-080.30317,NEihU3p8oA7k5fxtkEmRFQ,103,201705,5751,Miami
0569868.54,2851254.72,17,R,025.77773,-080.30317,4tFYH-KSF2fIH-nyNI1wWw,104,201103,5751,Miami
0569868.64,2851252.11,17,R,025.77771,-080.30317,jtY5gep5A2U75oAyeiEiEg,100,201901,5751,Miami
0569869.30,2851255.50,17,R,025.77774,-080.30316,WKadBgWdQUt2r_p5Sbmf2A,101,201805,5751,Miami
0569870.78,2847504.55,17,R,025.74387,-080.30334,QdzZy_XpftufMSY9jFKAwg,260,201504,1626,Miami
0569871.00,2847503.50,17,R,025.74386,-080.30334,niZwbsFVn2UxEB0AxcG9Bg,261,201606,1626,Miami
0569871.39,2847507.12,17,R,025.74389,-080.30334,NBW_sDGA71Sm74gUo1Isug,263,201612,1626,Miami
0569871.41,2847500.65,17,R,025.74383,-080.30334,vPxYC1mRGHZ-hrgUJS-iOg,264,201104,1626,Miami
0569871.41,2847504.20,17,R,025.74387,-080.30334,Rg9xGu4ohswGdF7aaRDQhQ,258,201705,1626,Miami
0569871.63,2847503.54,17,R,025.74386,-080.30334,topcXK13067o7gr1JS55xA,261,201903,1626,Miami
0569872.35,2852036.54,17,R,025.78479,-080.30309,OE0ubbdIJ8GnFZkHOYDZng,115,201805,6750,Miami
0569872.98,2851275.49,17,R,025.77792,-080.30312,MSbs2f0f-UWyl9Ha77KlBg,096,201901,5882,Miami
0569873.30,2850375.49,17,R,025.76979,-080.30317,8-iyvfopEZlyV4suGL2adA,335,201403,4876,Miami
0569873.69,2850379.97,17,R,025.76983,-080.30316,MDyB3JBi6s_E0VQa64V7rA,342,201510,4876,Miami
0569873.71,2847385.87,17,R,025.74280,-080.30332,s_LnquRTmND8d4l_HmdXuA,221,201402,1501,Miami
0569873.88,2850374.14,17,R,025.76978,-080.30316,0u0pIA7wz-VJHB1bVd7Kcw,338,201103,4876,Miami
0569873.91,2847505.59,17,R,025.74388,-080.30331,ud7kVPrXxa51-AEBpyS-iA,254,201805,1626,Miami
0569874.15,2850380.66,17,R,025.76984,-080.30316,B3TlieATlkKbZuTHCEYhAQ,153,201306,4876,Miami
